GENDER (1=M)	MEASURED WEIGHT (LB)	REPORTED WEIGHT (LB)	MEASURED HEIGHT (IN)	REPORTED  HEIGHT (IN)	MEASURED WEIGHT (KG)	REPORTED WEIGHT (KG)	MEASURED HEIGHT (CM)	REPORTED HEIGHT (CM)
1	299.4	290	70.7	70	135.8	131.5	179.6	177.8
1	168.4	165	66.7	67	76.4	74.8	169.5	170.2
0	329.4	330	62.7	64	149.4	149.7	159.2	162.6
1	179.0	180	63.5	65	81.2	81.6	161.2	165.1
0	98.1	98	58.8	62	44.5	44.5	149.4	157.5
1	160.1	158	63.6	65	72.6	71.7	161.5	165.1
1	146.4	150	68.5	70	66.4	68.0	174.1	177.8
1	174.8	176	66.4	66	79.3	79.8	168.7	167.6
1	164.7	161	65.6	66	74.7	73.0	166.5	167.6
1	153.2	155	68.2	69	69.5	70.3	173.3	175.3
0	198.0	197	64.3	66	89.8	89.4	163.2	167.6
1	195.6	190	68.6	70	88.7	86.2	174.3	177.8
0	222.0	220	64.6	65	100.7	99.8	164.0	165.1
1	325.2	330	64.6	66	147.5	149.7	164.2	167.6
0	193.8	189	61.4	62	87.9	85.7	156.0	157.5
0	143.5	144	61.6	62	65.1	65.3	156.5	157.5
0	171.3	163	63.2	64	77.7	73.9	160.6	162.6
1	140.4	140	64.4	67	63.7	63.5	163.5	170.2
0	198.9	195	62.3	63	90.2	88.5	158.3	160.0
1	287.7	280	74.8	76	130.5	127.0	189.9	193.0
0	164.2	162	62.5	63	74.5	73.5	158.8	160.0
0	152.8	148	62.6	63	69.3	67.1	159.1	160.0
1	213.0	215	67.8	70	96.6	97.5	172.2	177.8
1	267.4	270	71.9	73	121.3	122.5	182.7	185.4
0	144.4	145	61.9	62	65.5	65.8	157.1	157.5
0	155.9	156	64.7	66	70.7	70.8	164.4	167.6
1	179.9	170	70.4	72	81.6	77.1	178.7	182.9
0	133.4	130	60.5	65	60.5	59.0	153.7	165.1
0	194.0	185	63.1	63	88.0	83.9	160.2	160.0
1	162.3	166	67.0	65	73.6	75.3	170.1	165.1
1	110.2	110	61.7	63	50.0	49.9	156.6	160.0
1	213.0	215	70.6	71	96.6	97.5	179.3	180.3
0	190.9	180	68.0	67	86.6	81.6	172.6	170.2
1	230.6	230	68.0	67	104.6	104.3	172.6	170.2
0	170.0	158	59.4	60	77.1	71.7	150.9	152.4
0	124.6	125	60.7	62	56.5	56.7	154.1	157.5
0	120.8	125	59.9	61	54.8	56.7	152.1	154.9
1	135.1	145	68.9	71	61.3	65.8	175.0	180.3
1	138.5	140	69.2	69	62.8	63.5	175.8	175.3
1	173.5	177	67.5	70	78.7	80.3	171.5	177.8
1	225.5	230	68.8	71	102.3	104.3	174.7	180.3
1	136.5	145	65.2	67	61.9	65.8	165.7	170.2
0	285.3	270	68.2	70	129.4	122.5	173.2	177.8
1	155.9	160	67.6	69	70.7	72.6	171.6	175.3
0	136.2	133	64.4	65	61.8	60.3	163.5	165.1
0	162.3	165	63.5	64	73.6	74.8	161.3	162.6
0	230.6	205	66.4	67	104.6	93.0	168.6	170.2
1	155.6	160	67.7	69	70.6	72.6	171.9	175.3
1	229.1	230	66.8	68	103.9	104.3	169.6	172.7
1	179.2	180	70.1	71	81.3	81.6	178.1	180.3
1	193.6	187	63.8	63	87.8	84.8	162.0	160.0
0	263.7	240	61.4	61	119.6	108.9	156.0	154.9
0	113.3	115	51.1	53	51.4	52.2	129.7	134.6
1	233.2	230	68.9	69	105.8	104.3	175.0	175.3
1	150.6	150	66.5	67	68.3	68.0	168.9	170.2
1	96.3	100	63.9	64	43.7	45.4	162.2	162.6
1	176.4	170	67.5	69	80.0	77.1	171.5	175.3
1	116.8	122	62.2	59	53.0	55.3	158.0	149.9
0	191.8	185	67.1	67	87.0	83.9	170.5	170.2
1	129.0	126	62.2	62	58.5	57.2	158.1	157.5
0	184.5	180	63.0	64	83.7	81.6	160.1	162.6
1	237.7	240	76.8	77	107.8	108.9	195.1	195.6
1	314.8	295	70.9	72	142.8	133.8	180.0	182.9
1	180.8	180	67.7	68	82.0	81.6	172.0	172.7
0	266.8	270	66.3	66	121.0	122.5	168.3	167.6
0	141.3	130	62.0	62	64.1	59.0	157.4	157.5
1	124.3	124	63.4	64	56.4	56.2	161.1	162.6
1	166.7	175	64.5	65	75.6	79.4	163.8	165.1
1	203.5	210	67.6	66	92.3	95.3	171.8	167.6
0	182.3	180	61.9	62	82.7	81.6	157.2	157.5
1	199.7	208	65.8	67	90.6	94.3	167.1	170.2
0	105.4	105	60.4	62	47.8	47.6	153.3	157.5
0	130.1	120	60.6	61	59.0	54.4	153.8	154.9
0	114.6	117	63.6	64	52.0	53.1	161.5	162.6
0	244.5	223	65.9	67	110.9	101.2	167.3	170.2
0	215.6	211	63.7	66	97.8	95.7	161.7	167.6
1	134.3	132	69.5	72	60.9	59.9	176.6	182.9
0	121.9	127	60.7	62	55.3	57.6	154.3	157.5
0	193.8	180	57.0	58	87.9	81.6	144.7	147.3
0	156.7	164	63.0	64	71.1	74.4	160.0	162.6
0	200.4	210	59.2	62	90.9	95.3	150.3	157.5
1	152.1	154	62.6	63	69.0	69.9	158.9	160.0
0	138.0	150	66.8	68	62.6	68.0	169.7	172.7
0	123.5	120	66.4	66	56.0	54.4	168.6	167.6
1	140.7	140	62.5	63	63.8	63.5	158.8	160.0
0	194.7	180	65.6	67	88.3	81.6	166.7	170.2
1	158.1	159	67.6	68	71.7	72.1	171.6	172.7
1	265.9	270	79.1	78	120.6	122.5	201.0	198.1
0	217.2	220	66.1	67	98.5	99.8	167.9	170.2
0	85.5	90	57.3	58	38.8	40.8	145.5	147.3
0	140.0	140	59.3	60	63.5	63.5	150.7	152.4
0	149.3	140	59.4	60	67.7	63.5	151.0	152.4
0	132.3	136	58.1	59	60.0	61.7	147.7	149.9
0	124.3	125	62.5	63	56.4	56.7	158.7	160.0
0	208.1	210	60.9	63	94.4	95.3	154.7	160.0
1	155.0	190	67.7	67	70.3	86.2	171.9	170.2
1	176.1	156	70.9	71	79.9	70.8	180.1	180.3
0	279.8	257	68.0	68	126.9	116.6	172.8	172.7
0	145.7	143	62.9	62	66.1	64.9	159.7	157.5
1	125.0	122	69.4	70	56.7	55.3	176.3	177.8
1	211.0	210	67.4	69	95.7	95.3	171.3	175.3
1	175.7	177	63.9	66	79.7	80.3	162.4	167.6
1	194.4	190	68.3	70	88.2	86.2	173.6	177.8
1	209.0	198	61.9	62	94.8	89.8	157.3	157.5
1	171.5	175	68.4	69	77.8	79.4	173.8	175.3
0	145.3	143	62.8	64	65.9	64.9	159.6	162.6
0	229.3	230	66.4	66	104.0	104.3	168.7	167.6
0	159.2	151	62.3	62	72.2	68.5	158.2	157.5
0	157.0	130	59.1	60	71.2	59.0	150.2	152.4
1	148.2	150	65.0	66	67.2	68.0	165.0	167.6
1	149.7	150	70.0	71	67.9	68.0	177.7	180.3
0	140.0	145	64.2	64	63.5	65.8	163.1	162.6
1	123.5	130	66.6	66	56.0	59.0	169.1	167.6
0	134.5	135	58.0	58	61.0	61.2	147.4	147.3
0	153.4	154	63.6	64	69.6	69.9	161.5	162.6
0	189.4	160	61.2	61	85.9	72.6	155.4	154.9
0	121.3	120	63.1	64	55.0	54.4	160.3	162.6
0	132.9	130	58.0	60	60.3	59.0	147.2	152.4
0	169.1	165	72.9	74	76.7	74.8	185.2	188.0
1	173.9	185	61.8	72	78.9	83.9	157.0	182.9
1	134.5	140	66.6	68	61.0	63.5	169.1	172.7
1	215.0	200	66.3	67	97.5	90.7	168.4	170.2
0	161.4	160	63.0	65	73.2	72.6	160.1	165.1
1	156.7	155	68.6	68	71.1	70.3	174.2	172.7
1	144.0	149	66.1	66	65.3	67.6	167.9	167.6
1	142.9	155	71.2	72	64.8	70.3	180.8	182.9
0	144.0	130	66.2	67	65.3	59.0	168.1	170.2
1	438.5	450	72.4	74	198.9	204.1	183.9	188.0
1	189.2	173	67.9	67	85.8	78.5	172.5	170.2
0	203.7	203	67.2	68	92.4	92.1	170.6	172.7
0	190.9	190	59.5	61	86.6	86.2	151.2	154.9
1	203.7	214	66.6	67	92.4	97.1	169.2	170.2
1	188.1	180	66.4	65	85.3	81.6	168.7	165.1
1	199.5	207	70.9	72	90.5	93.9	180.1	182.9
1	135.1	140	69.1	69	61.3	63.5	175.4	175.3
1	324.1	330	70.4	72	147.0	149.7	178.9	182.9
0	129.4	135	64.3	64	58.7	61.2	163.4	162.6
0	96.1	91	57.2	60	43.6	41.3	145.4	152.4
0	135.1	132	63.9	65	61.3	59.9	162.4	165.1
1	231.9	220	67.4	67	105.2	99.8	171.3	170.2
0	105.2	99	58.5	59	47.7	44.9	148.7	149.9
1	153.9	154	64.4	65	69.8	69.9	163.5	165.1
1	279.3	280	68.2	68	126.7	127.0	173.2	172.7
1	209.7	200	70.2	71	95.1	90.7	178.3	180.3
1	191.6	185	70.5	70	86.9	83.9	179.0	177.8
1	241.8	245	73.7	74	109.7	111.1	187.2	188.0
1	277.1	275	72.5	73	125.7	124.7	184.2	185.4
1	205.3	213	70.2	71	93.1	96.6	178.4	180.3
0	212.7	215	64.6	65	96.5	97.5	164.2	165.1
0	194.4	197	60.1	62	88.2	89.4	152.6	157.5
1	206.4	205	68.9	69	93.6	93.0	174.9	175.3
0	241.0	243	67.7	67	109.3	110.2	172.0	170.2
1	152.8	155	67.4	67	69.3	70.3	171.1	170.2
1	220.2	220	66.7	67	99.9	99.8	169.3	170.2
1	169.1	175	66.8	67	76.7	79.4	169.7	170.2
1	160.3	165	69.1	72	72.7	74.8	175.4	182.9
1	173.3	180	75.6	75	78.6	81.6	192.1	190.5
0	133.8	132	63.2	64	60.7	59.9	160.5	162.6
1	200.4	205	70.4	72	90.9	93.0	178.9	182.9
1	205.0	208	71.9	72	93.0	94.3	182.5	182.9
0	157.4	155	62.3	62	71.4	70.3	158.2	157.5
0	228.4	220	66.9	66	103.6	99.8	169.8	167.6
1	185.0	190	68.1	68	83.9	86.2	173.1	172.7
0	215.0	215	66.2	66	97.5	97.5	168.1	167.6
0	128.1	130	64.1	64	58.1	59.0	162.9	162.6
1	276.5	260	70.6	72	125.4	117.9	179.2	182.9
0	157.2	157	61.2	61	71.3	71.2	155.4	154.9
1	235.0	225	67.7	68	106.6	102.1	172.0	172.7
1	355.8	380	71.9	72	161.4	172.4	182.5	182.9
1	203.9	200	71.5	72	92.5	90.7	181.7	182.9
0	185.0	183	64.5	64	83.9	83.0	163.8	162.6
0	182.5	184	64.9	66	82.8	83.5	164.8	167.6
0	155.0	158	61.7	68	70.3	71.7	156.6	172.7
0	152.3	145	65.3	65	69.1	65.8	165.8	165.1
0	173.7	160	60.3	61	78.8	72.6	153.1	154.9
0	218.5	220	59.7	60	99.1	99.8	151.7	152.4
1	198.6	180	70.0	71	90.1	81.6	177.7	180.3
0	141.5	138	68.0	68	64.2	62.6	172.6	172.7
1	170.2	174	63.3	63	77.2	78.9	160.8	160.0
0	177.5	174	66.8	66	80.5	78.9	169.7	167.6
1	169.3	175	69.7	71	76.8	79.4	177.1	180.3
0	232.1	232	67.6	67	105.3	105.2	171.7	170.2
1	213.6	215	68.5	71	96.9	97.5	174.0	180.3
1	122.6	120	61.0	60	55.6	54.4	155.0	152.4
1	178.4	183	69.8	70	80.9	83.0	177.4	177.8
0	317.9	264	64.3	65	144.2	119.7	163.4	165.1
0	161.4	160	60.4	62	73.2	72.6	153.3	157.5
1	174.2	170	65.1	65	79.0	77.1	165.3	165.1
1	149.7	150	65.9	67	67.9	68.0	167.5	170.2
1	156.5	160	70.7	71	71.0	72.6	179.6	180.3
1	199.3	200	69.3	71	90.4	90.7	176.0	180.3
1	334.0	300	70.4	70	151.5	136.1	178.8	177.8
0	180.8	175	71.4	72	82.0	79.4	181.4	182.9
1	157.4	162	63.6	67	71.4	73.5	161.6	170.2
1	158.5	160	62.1	65	71.9	72.6	157.7	165.1
1	188.9	190	66.3	67	85.7	86.2	168.4	170.2
1	211.9	190	68.7	69	96.1	86.2	174.4	175.3
0	136.9	130	58.9	60	62.1	59.0	149.6	152.4
0	117.9	132	62.2	61	53.5	59.9	158.0	154.9
0	125.2	128	59.3	62	56.8	58.1	150.6	157.5
1	153.7	163	67.3	68	69.7	73.9	171.0	172.7
1	136.7	132	59.0	64	62.0	59.9	149.8	162.6
0	134.7	125	61.1	62	61.1	56.7	155.2	157.5
1	308.6	290	75.5	77	140.0	131.5	191.8	195.6
0	192.9	170	70.4	73	87.5	77.1	178.9	185.4
1	299.6	295	68.4	68	135.9	133.8	173.8	172.7
0	175.5	176	56.8	64	79.6	79.8	144.2	162.6
1	156.7	165	65.4	66	71.1	74.8	166.1	167.6
1	366.6	330	66.9	69	166.3	149.7	169.9	175.3
1	214.5	214	70.5	71	97.3	97.1	179.1	180.3
0	107.1	107	61.6	62	48.6	48.5	156.4	157.5
1	149.9	145	66.5	65	68.0	65.8	168.8	165.1
0	204.4	200	65.1	65	92.7	90.7	165.4	165.1
0	114.4	110	62.3	63	51.9	49.9	158.2	160.0
0	215.0	180	62.6	64	97.5	81.6	158.9	162.6
1	166.2	170	64.9	66	75.4	77.1	164.8	167.6
0	130.1	132	57.5	59	59.0	59.9	146.1	149.9
0	147.3	152	60.9	63	66.8	68.9	154.7	160.0
0	219.1	212	63.5	64	99.4	96.2	161.4	162.6
0	129.6	145	61.1	61	58.8	65.8	155.1	154.9
1	208.6	206	68.5	70	94.6	93.4	174.1	177.8
1	143.3	140	66.2	66	65.0	63.5	168.1	167.6
0	184.1	182	62.0	64	83.5	82.6	157.4	162.6
0	226.2	225	62.0	66	102.6	102.1	157.4	167.6
0	171.5	177	61.7	63	77.8	80.3	156.7	160.0
0	206.4	195	61.5	61	93.6	88.5	156.1	154.9
1	185.8	185	70.9	72	84.3	83.9	180.1	182.9
1	128.1	138	68.6	70	58.1	62.6	174.2	177.8
1	131.0	133	62.9	66	59.4	60.3	159.8	167.6
1	190.7	190	68.4	69	86.5	86.2	173.7	175.3
1	190.5	198	67.9	68	86.4	89.8	172.4	172.7
0	272.1	273	66.5	68	123.4	123.8	168.9	172.7
1	156.5	160	68.5	70	71.0	72.6	174.1	177.8
1	221.1	213	66.4	67	100.3	96.6	168.7	170.2
0	110.9	115	61.5	61	50.3	52.2	156.2	154.9
0	104.5	109	56.7	53	47.4	49.4	144.1	134.6
1	207.9	198	68.2	69	94.3	89.8	173.2	175.3
0	124.1	125	62.8	64	56.3	56.7	159.5	162.6
1	196.2	200	71.3	72	89.0	90.7	181.2	182.9
1	160.1	160	63.7	63	72.6	72.6	161.8	160.0
1	147.3	145	64.3	65	66.8	65.8	163.4	165.1
1	147.7	151	64.0	65	67.0	68.5	162.5	165.1
1	161.8	160	68.1	69	73.4	72.6	172.9	175.3
0	130.1	125	66.7	66	59.0	56.7	169.5	167.6
1	118.4	123	69.6	69	53.7	55.8	176.9	175.3
1	183.9	187	69.5	68	83.4	84.8	176.5	172.7
0	209.4	210	68.2	71	95.0	95.3	173.3	180.3
1	145.3	138	62.1	64	65.9	62.6	157.7	162.6
1	145.3	140	68.0	69	65.9	63.5	172.8	175.3
1	238.8	240	67.2	68	108.3	108.9	170.7	172.7
0	262.1	262	60.5	60	118.9	118.8	153.6	152.4
1	330.3	290	71.0	71	149.8	131.5	180.3	180.3
1	234.8	222	68.7	71	106.5	100.7	174.6	180.3
0	140.9	140	63.3	63	63.9	63.5	160.8	160.0
0	207.0	208	66.2	67	93.9	94.3	168.2	170.2
1	139.6	150	60.7	61	63.3	68.0	154.3	154.9
1	150.4	150	68.3	68	68.2	68.0	173.4	172.7
0	171.5	171	66.1	67	77.8	77.6	168.0	170.2
1	159.6	144	67.2	76	72.4	65.3	170.6	193.0
0	118.8	125	63.9	64	53.9	56.7	162.2	162.6
0	104.3	102	60.4	61	47.3	46.3	153.5	154.9
1	145.3	145	67.4	66	65.9	65.8	171.1	167.6
1	165.3	175	71.2	72	75.0	79.4	180.9	182.9
1	168.2	180	69.9	71	76.3	81.6	177.5	180.3
1	161.6	167	67.4	70	73.3	75.7	171.3	177.8
0	269.6	270	64.1	64	122.3	122.5	162.7	162.6
1	212.5	190	65.1	66	96.4	86.2	165.3	167.6
0	156.1	156	62.0	63	70.8	70.8	157.5	160.0
1	202.2	185	71.1	72	91.7	83.9	180.5	182.9
0	88.0	100	61.1	62	39.9	45.4	155.1	157.5
1	128.8	130	66.6	66	58.4	59.0	169.2	167.6
0	213.4	214	66.9	67	96.8	97.1	170.0	170.2
0	123.0	120	62.8	63	55.8	54.4	159.4	160.0
1	258.6	250	73.4	75	117.3	113.4	186.4	190.5
1	204.4	205	70.1	72	92.7	93.0	178.1	182.9
0	246.9	220	67.1	67	112.0	99.8	170.5	170.2
1	192.5	180	66.4	67	87.3	81.6	168.7	170.2
0	182.1	180	59.6	59	82.6	81.6	151.5	149.9
0	112.2	118	64.7	65	50.9	53.5	164.3	165.1
1	121.0	120	68.3	69	54.9	54.4	173.6	175.3
0	130.1	130	61.7	64	59.0	59.0	156.8	162.6
1	209.4	200	69.2	71	95.0	90.7	175.7	180.3
0	303.1	300	66.6	67	137.5	136.1	169.1	170.2
0	178.1	180	61.8	60	80.8	81.6	156.9	152.4
1	173.9	175	70.1	71	78.9	79.4	178.1	180.3
1	165.6	175	70.4	71	75.1	79.4	178.8	180.3
0	210.5	220	62.9	63	95.5	99.8	159.8	160.0
0	159.0	155	59.6	61	72.1	70.3	151.3	154.9
1	153.4	165	61.5	62	69.6	74.8	156.2	157.5
1	176.4	178	69.6	70	80.0	80.7	176.7	177.8
1	157.4	155	67.9	68	71.4	70.3	172.4	172.7
1	200.2	212	68.0	66	90.8	96.2	172.7	167.6
0	116.0	120	62.5	62	52.6	54.4	158.7	157.5
1	155.6	160	68.3	69	70.6	72.6	173.5	175.3
1	170.6	171	67.2	69	77.4	77.6	170.8	175.3
0	127.2	120	63.0	63	57.7	54.4	159.9	160.0
0	142.6	153	59.1	60	64.7	69.4	150.1	152.4
1	146.4	140	67.7	68	66.4	63.5	171.9	172.7
0	176.6	170	59.4	60	80.1	77.1	151.0	152.4
1	134.9	155	65.1	68	61.2	70.3	165.3	172.7
0	165.6	164	65.6	66	75.1	74.4	166.7	167.6
1	172.4	155	65.0	66	78.2	70.3	165.0	167.6
0	203.7	189	64.5	64	92.4	85.7	163.8	162.6
0	208.6	204	60.2	61	94.6	92.5	153.0	154.9
1	183.9	186	64.6	65	83.4	84.4	164.0	165.1
1	164.2	184	63.3	65	74.5	83.5	160.7	165.1
1	325.4	296	68.3	68	147.6	134.3	173.5	172.7
0	320.3	279	62.8	64	145.3	126.6	159.4	162.6
1	152.6	152	66.4	67	69.2	68.9	168.7	170.2
1	170.6	168	64.8	66	77.4	76.2	164.7	167.6
0	145.9	145	59.8	60	66.2	65.8	151.8	152.4
1	117.1	120	62.2	62	53.1	54.4	158.0	157.5
0	107.1	115	64.5	65	48.6	52.2	163.8	165.1
1	200.8	240	72.8	73	91.1	108.9	184.8	185.4
1	167.8	168	70.1	73	76.1	76.2	178.1	185.4
0	152.6	147	59.1	63	69.2	66.7	150.1	160.0
1	164.7	170	63.5	63	74.7	77.1	161.2	160.0
0	135.4	135	61.3	62	61.4	61.2	155.8	157.5
1	208.1	205	70.9	72	94.4	93.0	180.0	182.9
1	176.6	180	69.1	70	80.1	81.6	175.4	177.8
0	166.4	165	62.6	65	75.5	74.8	158.9	165.1
1	196.7	200	70.4	72	89.2	90.7	178.9	182.9
0	215.4	232	63.9	62	97.7	105.2	162.2	157.5
1	233.7	235	72.7	75	106.0	106.6	184.6	190.5
1	172.8	180	70.4	70	78.4	81.6	178.7	177.8
1	150.1	160	61.8	63	68.1	72.6	157.0	160.0
1	190.0	180	66.5	67	86.2	81.6	168.9	170.2
1	229.3	130	66.6	65	104.0	59.0	169.2	165.1
0	152.3	150	64.9	66	69.1	68.0	164.8	167.6
1	204.4	200	67.6	66	92.7	90.7	171.8	167.6
1	167.3	175	71.8	72	75.9	79.4	182.3	182.9
0	153.9	154	60.7	62	69.8	69.9	154.2	157.5
1	144.4	148	70.3	70	65.5	67.1	178.6	177.8
0	126.1	130	59.1	60	57.2	59.0	150.0	152.4
0	238.5	220	68.2	69	108.2	99.8	173.3	175.3
1	224.9	220	68.7	66	102.0	99.8	174.6	167.6
0	143.3	144	61.7	61	65.0	65.3	156.7	154.9
1	177.3	178	62.8	63	80.4	80.7	159.5	160.0
1	246.0	236	66.2	68	111.6	107.0	168.2	172.7
1	184.3	180	71.1	72	83.6	81.6	180.7	182.9
1	163.8	165	66.9	70	74.3	74.8	169.9	177.8
0	199.1	196	61.5	63	90.3	88.9	156.3	160.0
1	213.2	210	70.8	70	96.7	95.3	179.9	177.8
0	118.2	117	65.2	64	53.6	53.1	165.5	162.6
0	154.8	143	62.8	64	70.2	64.9	159.6	162.6
1	148.4	160	65.9	67	67.3	72.6	167.4	170.2
0	136.9	135	66.2	67	62.1	61.2	168.2	170.2
1	204.1	205	68.8	69	92.6	93.0	174.7	175.3
1	196.9	195	65.5	66	89.3	88.5	166.4	167.6
0	106.7	102	57.2	59	48.4	46.3	145.4	149.9
1	224.0	220	66.3	67	101.6	99.8	168.4	170.2
0	150.8	150	61.3	61	68.4	68.0	155.7	154.9
1	199.3	196	71.2	71	90.4	88.9	180.9	180.3
1	142.9	140	71.4	72	64.8	63.5	181.4	182.9
1	154.3	160	66.7	67	70.0	72.6	169.5	170.2
1	155.2	156	64.4	64	70.4	70.8	163.5	162.6
0	134.5	130	62.8	64	61.0	59.0	159.5	162.6
1	187.0	200	69.2	71	84.8	90.7	175.7	180.3
1	117.9	125	62.5	64	53.5	56.7	158.8	162.6
1	197.8	205	72.6	74	89.7	93.0	184.5	188.0
0	151.7	150	60.5	61	68.8	68.0	153.6	154.9
0	143.5	140	66.5	68	65.1	63.5	169.0	172.7
0	163.8	164	61.7	61	74.3	74.4	156.6	154.9
1	140.7	142	67.3	67	63.8	64.4	170.9	170.2
0	123.5	120	63.9	65	56.0	54.4	162.3	165.1
0	144.0	145	64.6	65	65.3	65.8	164.2	165.1
0	125.4	117	60.8	61	56.9	53.1	154.4	154.9
1	191.6	200	64.3	65	86.9	90.7	163.4	165.1
0	197.8	178	66.8	68	89.7	80.7	169.6	172.7
0	136.2	130	59.7	60	61.8	59.0	151.7	152.4
0	269.4	195	64.7	67	122.2	88.5	164.4	170.2
1	200.0	190	70.1	72	90.7	86.2	178.0	182.9
1	229.1	235	65.7	67	103.9	106.6	167.0	170.2
1	221.1	210	69.9	72	100.3	95.3	177.6	182.9
0	138.7	140	63.3	63	62.9	63.5	160.8	160.0
1	209.2	210	71.8	72	94.9	95.3	182.3	182.9
0	125.0	120	66.9	66	56.7	54.4	169.8	167.6
0	145.1	150	64.3	66	65.8	68.0	163.2	167.6
1	132.7	125	63.5	63	60.2	56.7	161.4	160.0
0	135.1	140	67.5	67	61.3	63.5	171.4	170.2
1	207.7	210	66.2	65	94.2	95.3	168.2	165.1
1	303.8	300	70.0	71	137.8	136.1	177.8	180.3
1	165.8	169	72.7	74	75.2	76.7	184.7	188.0
1	231.5	230	71.0	71	105.0	104.3	180.4	180.3
1	138.5	140	64.3	67	62.8	63.5	163.3	170.2
1	150.6	153	70.5	70	68.3	69.4	179.0	177.8
1	173.3	174	67.9	68	78.6	78.9	172.4	172.7
0	183.2	180	66.7	66	83.1	81.6	169.5	167.6
0	218.3	240	63.5	65	99.0	108.9	161.2	165.1
1	134.0	150	71.4	72	60.8	68.0	181.3	182.9
1	143.7	155	66.0	71	65.2	70.3	167.6	180.3
0	124.1	120	63.1	64	56.3	54.4	160.2	162.6
1	198.9	195	66.9	67	90.2	88.5	170.0	170.2
1	213.2	210	73.7	75	96.7	95.3	187.3	190.5
0	198.6	192	65.9	66	90.1	87.1	167.5	167.6
1	210.8	210	68.7	69	95.6	95.3	174.6	175.3
1	211.2	197	71.5	71	95.8	89.4	181.7	180.3
0	166.0	165	62.3	63	75.3	74.8	158.3	160.0
0	234.8	245	64.7	66	106.5	111.1	164.4	167.6
1	181.4	187	70.0	71	82.3	84.8	177.8	180.3
0	194.4	175	65.4	65	88.2	79.4	166.0	165.1
0	222.7	225	62.2	62	101.0	102.1	157.9	157.5
0	122.6	120	57.6	51	55.6	54.4	146.2	129.5
0	155.6	155	61.3	61	70.6	70.3	155.6	154.9
1	263.7	275	67.2	69	119.6	124.7	170.6	175.3
0	201.3	190	65.0	66	91.3	86.2	165.0	167.6
0	202.6	205	63.9	64	91.9	93.0	162.4	162.6
0	167.3	160	63.6	64	75.9	72.6	161.5	162.6
0	190.0	183	60.3	61	86.2	83.0	153.1	154.9
1	214.1	210	68.1	70	97.1	95.3	172.9	177.8
1	187.8	185	69.6	70	85.2	83.9	176.9	177.8
1	240.3	239	65.0	65	109.0	108.4	165.2	165.1
1	178.8	176	66.7	67	81.1	79.8	169.5	170.2
0	98.5	95	61.0	62	44.7	43.1	154.9	157.5
1	199.5	205	79.0	79	90.5	93.0	200.7	200.7
1	220.7	225	70.2	72	100.1	102.1	178.4	182.9
0	179.7	188	67.8	68	81.5	85.3	172.3	172.7
0	147.0	144	65.1	66	66.7	65.3	165.4	167.6
1	183.0	165	67.5	69	83.0	74.8	171.5	175.3
0	165.6	180	64.4	64	75.1	81.6	163.7	162.6
0	239.4	230	60.5	60	108.6	104.3	153.7	152.4
0	123.9	128	64.8	66	56.2	58.1	164.6	167.6
0	212.5	215	65.1	65	96.4	97.5	165.3	165.1
1	187.4	189	70.2	72	85.0	85.7	178.2	182.9
0	115.5	116	63.9	64	52.4	52.6	162.3	162.6
1	129.4	146	65.6	67	58.7	66.2	166.6	170.2
1	158.3	160	68.9	71	71.8	72.6	174.9	180.3
0	121.9	127	61.0	62	55.3	57.6	154.9	157.5
0	127.6	124	58.1	60	57.9	56.2	147.6	152.4
1	236.8	230	64.4	65	107.4	104.3	163.6	165.1
1	164.5	160	67.0	67	74.6	72.6	170.2	170.2
1	287.3	265	72.2	73	130.3	120.2	183.4	185.4
1	105.4	105	64.4	63	47.8	47.6	163.7	160.0
0	194.0	193	61.6	61	88.0	87.5	156.4	154.9
1	212.3	230	67.8	69	96.3	104.3	172.2	175.3
0	159.2	150	57.4	62	72.2	68.0	145.8	157.5
0	192.5	195	65.6	64	87.3	88.5	166.7	162.6
0	230.4	226	57.9	60	104.5	102.5	147.1	152.4
0	142.9	150	65.5	66	64.8	68.0	166.4	167.6
0	192.2	192	64.9	65	87.2	87.1	164.9	165.1
0	128.5	135	60.8	62	58.3	61.2	154.4	157.5
1	131.2	140	65.8	65	59.5	63.5	167.2	165.1
0	154.1	156	59.1	60	69.9	70.8	150.0	152.4
0	144.2	150	62.9	63	65.4	68.0	159.8	160.0
1	282.2	270	71.0	72	128.0	122.5	180.4	182.9
1	120.4	120	62.7	65	54.6	54.4	159.3	165.1
0	117.5	122	60.4	61	53.3	55.3	153.5	154.9
1	244.5	243	70.6	71	110.9	110.2	179.3	180.3
0	169.3	165	64.3	62	76.8	74.8	163.3	157.5
1	189.4	185	65.2	66	85.9	83.9	165.6	167.6
1	191.4	189	68.6	69	86.8	85.7	174.2	175.3
0	182.5	180	59.7	63	82.8	81.6	151.6	160.0
1	168.7	172	64.1	65	76.5	78.0	162.7	165.1
0	116.0	115	64.9	64	52.6	52.2	164.9	162.6
0	154.8	145	65.3	66	70.2	65.8	165.8	167.6
1	133.6	140	62.6	64	60.6	63.5	159.0	162.6
1	138.2	138	67.2	67	62.7	62.6	170.8	170.2
1	151.0	160	69.8	70	68.5	72.6	177.2	177.8
0	202.6	200	63.7	64	91.9	90.7	161.7	162.6
0	144.6	145	67.9	69	65.6	65.8	172.4	175.3
0	195.6	180	66.7	67	88.7	81.6	169.4	170.2
0	186.3	180	65.0	65	84.5	81.6	165.1	165.1
